bunit,route,product,week,sales,trend,xmas_ny,pre_xmas_dip,pre_xmas_dip-1,bts,pre_xmas,jan_sales,feb_mar,tpr,reg_price,total_web,a_tvrs_direct,a_press,b_press,a_inserts_1,b_inserts,a_magazine,a_magazine_1,b_magazine,a_outdoor,a_radio,a_catalogue,a_catalogue_1,a_catalogue_2,a_catalogue_3,a_catalogue_4,pr_event,comp1,comp2,comp3,retail_sales
a,off,two,05/18/2010,7.511524648,0,0,0,0,0,0,0,0,0,-0.41533606,0.09927473,3.860729711,2.251661708,0,4.228950728,0.558241375,3.816567716,3.844655132,0,0,0,0,2.939496171,0,0,0,0,0,3.284954533,0,9.724958794
a,off,two,05/25/2010,7.34601021,0,0,0,0,0,0,0,0,0.039886589,-0.41533606,0.04054881,4.182050143,0,0,1.667209751,0,3.488196812,3.816567716,2.582364537,0,0,0,0,2.939496171,0,0,0,4.545943476,4.624833057,4.495951383,9.726392315
a,off,two,06/01/2010,7.53689713,0.00269389,0,0,0,0,0,0,0,0.012728558,-0.41533606,0.14764484,3.761200116,3.141883963,0,1.655177704,0,3.866156122,3.488196812,3.608282531,3.688407869,0,0,0,0,2.939496171,0,0,4.488893035,3.202815688,-1.140619242,9.555630757
a,off,two,06/08/2010,7.329093736,0,0,0,0,0,0,0,0,0.02616189,-0.41533606,0.13069099,3.718438256,0,0,2.208578587,0,3.3120339,3.866156122,0,3.688407869,0,0,0,0,0,2.939496171,0,3.91174877,3.67304961,0,9.609384912
a,off,two,06/15/2010,7.486613313,0,0,0,0,0,0,0,0,0.019166445,-0.41533606,0.16296233,3.867025639,2.891586038,0,3.812154539,0,3.62370218,3.3120339,2.547273217,0,0,3.162639722,0,0,0,0,0,4.229906946,2.425982056,0,9.591239526
a,off,two,06/22/2010,7.322510434,0,0,0,0,0,0,0,0,0.022056866,-0.41533606,0.16218959,4.014579594,0,0,2.768793125,0,1.031032753,3.62370218,2.259591145,0,0,0,3.162639722,0,0,0,0,4.113806769,4.574164971,3.94948602,9.438511265
a,off,two,06/29/2010,7.343426229,0,0,0,0,0,0,0,0,0,-0.41533606,0.07672328,4.49980967,0,0,0,0,3.713349985,1.031032753,2.815938405,0,0,0,0,3.162639722,0,0,0,0,-0.59273828,0,9.39199504
a,off,two,07/06/2010,7.627057417,0,0,0,0,0,0,0,0,0,-0.41533606,0.09066507,4.359269648,3.594049456,0,3.545163631,0,4.117212244,3.713349985,0,0,0,0,0,0,3.162639722,0,0,0,0,0,9.576718091
a,off,two,07/13/2010,7.567862605,0,0,0,0,0,0,0,0,0,-0.41533606,0.13513587,4.232656178,2.857378703,0,3.598175543,0,3.559030359,4.117212244,2.459755385,0,0,0,0,0,0,3.162639722,0,3.887007046,1.711383108,0,9.176059438
a,off,two,07/20/2010,7.964850887,0,0,0,0,0.146789167,0,0,0,0,-0.417205033,0.26458354,4.254193263,3.550581947,0,4.001105933,0,3.671932809,3.559030359,2.632468083,3.517984994,0,3.162639722,0,0,0,0,0,4.423789716,0.181879652,0,8.898775359
a,off,two,07/27/2010,7.7419679,0,0,0,0,0.151588382,0,0,0,0,-0.417205033,0.38182727,4.321480135,2.530564198,0,3.515465304,3.248621945,3.197849129,3.671932809,4.060962799,3.517984994,0,0,3.162639722,0,0,0,0,3.854060596,5.077361312,4.078720791,8.804024902
a,off,two,08/03/2010,7.901007052,0,0,0,0,0.174866965,0,0,0,0,-0.417205033,0.34739372,4.25561271,3.759908642,0,2.496387526,3.546167577,2.89022298,3.197849129,0,0,0,0,0,3.162639722,0,0,0,2.227153572,4.343586653,0,8.80747189
a,off,two,08/10/2010,7.676937146,0,0,0,0,0,0,0,0,0,-0.417205033,0.21447598,4.212127598,0,0,4.637964146,3.589453052,4.108489599,2.89022298,0,0,0,0,0,0,3.162639722,0,0,4.03231085,4.227801565,0,8.80282316
a,off,two,08/17/2010,7.831617276,0.02394074,0,0,0,0,0,0,0,0.037711502,-0.417205033,0.19748317,3.985273467,2.883888119,0,4.018360402,3.067401725,4.182413364,4.108489599,3.242982999,4.009346114,0,2.798030651,0,0,0,3.162639722,0,4.598808848,3.569143187,0,8.847359875
a,off,two,08/24/2010,7.798523054,0.04585276,0,0,0,0,0,0,0,0.007534312,-0.417205033,0.20735932,4.11414719,3.308319361,0,4.71380686,3.643309352,4.127876554,4.182413364,2.309694691,4.009346114,0,0,2.798030651,0,0,0,0,4.746838527,5.724091011,4.083817551,8.847216104
a,off,two,08/31/2010,7.70210434,0.07203738,0,0,0,0,0,0,0,0.002566167,-0.417205033,0.20134908,4.009149716,-2.200798287,0,4.571746887,4.724235312,3.593296465,4.127876554,1.892735203,0,0,0,0,2.798030651,0,0,0,4.339621771,4.70214591,0,8.87961161
a,off,two,09/07/2010,7.612336837,0.08234348,0,0,0,0,0,0,0,0,-0.417205033,0.24895369,4.062165664,0,0,3.913014578,3.657745834,4.7070987,3.593296465,0,0,0,0,0,0,2.798030651,0,0,3.066351148,4.834089487,0.569647193,8.888204871
a,off,two,09/14/2010,7.652070746,0.11306334,0,0,0,0,0,0,0,0,-0.417205033,0.40357591,3.869115504,0,4.746307479,3.896673676,3.148171119,3.435223994,4.7070987,2.459755385,0,0,0,0,0,0,2.798030651,0,2.147415453,3.676838207,0,8.811950178
a,off,two,09/21/2010,7.761744985,0.16576601,0,0,0,0,0,0,0,0,-0.417205033,0.47906609,3.94931879,0,3.265119062,2.043927073,0,3.849336349,3.435223994,2.632468083,0,0,0,0,0,0,0,0,3.934156663,5.009397088,4.432724362,8.809116258
a,off,two,09/28/2010,8.066207568,0.18754019,0,0,0,0,0,0,0,0,-0.417205033,0.44658742,3.94931879,3.109273685,3.821253274,3.957089129,3.659693044,3.306973477,3.849336349,4.077617591,0,0,0,0,0,0,0,0,4.284723349,1.3683395,-0.207428643,8.785998208
a,off,two,10/05/2010,8.209308412,0.17026237,0,0,0,0,0.196515598,0,0,0.067019125,-0.417205033,0.47866513,4.072439727,3.582200187,4.245266094,3.263534693,4.074546321,4.472210731,3.306973477,3.982307411,0,0,0,0,0,0,0,0,2.052091621,2.222912079,-0.148979073,8.776321456
a,off,two,10/12/2010,8.23164218,0.13393245,0,0,0,0,0.158524693,0,0,0.023360875,-0.417205033,0.5138806,4.100989105,2.943142202,4.181079804,4.045377775,4.550563605,3.988283215,4.472210731,3.249587456,4.58134532,0,0,0,0,0,0,0,3.565089417,3.632658895,4.453781761,8.644178203
a,off,two,10/19/2010,8.40178234,0.05503599,0,0,0,0,0.256575747,0,0,0.07413139,-0.417205033,0.5220876,4.149463861,3.605714733,4.309159636,4.187668634,3.102290942,4.907495607,3.988283215,3.2971284,4.58134532,3.848235073,2.96054958,0,0,0,0,0,3.617410826,3.25283278,4.453678281,9.099185323
a,off,two,10/26/2010,8.331827004,0.00356033,0,0,0,0,0.379035348,0,0,0.035154368,-0.417205033,0.55768982,4.147885329,3.368692356,4.776894019,4.07442342,4.319982512,4.446933557,4.907495607,4.675454592,2.649134016,3.848235073,0,2.96054958,0,0,0,0,3.014429895,5.409400992,5.036462151,9.199582715
a,off,two,11/02/2010,8.372398607,0,0,0,0,0,0.281848871,0,0,0.029663766,-0.417205033,0.55053692,3.88567903,3.172041989,2.545372871,3.921859356,3.142091327,4.904285393,4.446933557,0,0,3.848235073,0,0,2.96054958,0,0,0,4.445485248,4.465284978,0,8.576593535
a,off,two,11/09/2010,7.928766322,0.01033651,0,0,0,0,0,0,0,0,-0.417205033,0.37069132,3.943521672,3.307757324,2.545372871,4.665906779,2.899377857,4.756252549,4.904285393,5.036967813,0,0,0,0,0,2.96054958,0,0,4.718687651,4.969184388,0,8.567696174
a,off,two,11/16/2010,6.826545224,0,0,0.465966956,0,0,0,0,0,0,-0.404996063,0.23793121,0,0,1.905182418,3.864332893,0,4.206029148,4.756252549,3.2971284,0,0,2.70565733,0,0,0,2.96054958,0,3.852771489,2.949158317,0,0
a,off,two,11/23/2010,7.956126351,0,0.437411258,0,0.465966956,0,0,0,0,0,-0.404996063,0.44846134,4.619073091,1.591544528,0,2.874594072,0,4.0222914,4.206029148,0,0,0,0,2.70565733,0,0,0,0,0,3.855257227,3.751637187,0
a,off,two,11/30/2010,7.756623335,0,0.392097085,0,0,0,0,0,0,0,-0.404996063,0.47874406,2.48490665,3.310363389,0,2.813666237,3.459201063,4.443238891,4.0222914,0,0,0,0,0,2.70565733,0,0,0,0,4.11103292,0,0
a,off,two,12/07/2010,7.797702036,0,0,0,0,0,0,0,0,0.001948547,-0.404996063,0.42417687,3.377587516,3.3772153,0,4.03678969,4.44881921,4.892671553,4.443238891,4.67237987,0,0,0,0,0,2.70565733,0,0,0,4.200942896,0,0
a,off,two,12/14/2010,7.841885929,0,0,0,0,0,0,0.161547253,0,0.018093926,-0.404996063,0.41316914,3.813307032,3.624471685,0,4.248627438,3.918890132,4.900502723,4.892671553,6.190214724,0,0,0,0,0,0,2.70565733,0,0,4.172131362,0,0
a,off,two,12/21/2010,7.798112629,0,0,0,0,0,0,0.219902441,0,0,-0.416973725,0.34507546,4.130355,3.87823479,0,3.617774738,3.156658425,3.173431062,4.900502723,0,0,2.946656583,0,0,0,0,0,0,0,4.030644293,0,0
a,off,two,12/28/2010,7.505492275,0,0,0,0,0,0,0,0,0,-0.416973725,0.28951256,4.02570877,3.000632585,0,3.798225895,2.566777018,3.948194666,3.173431062,3.220676761,0,0,2.96054958,0,0,0,0,0,0,2.225516547,0,0
a,off,two,01/04/2011,7.583756301,0,0,0,0,0,0,0,0,0,-0.43154912,0.30571842,3.463232773,3.197493782,0,4.079365974,4.110967764,4.247839572,3.948194666,3.664721919,0,0,0,2.96054958,0,0,0,0,0,0.595675284,0.041907847,0
a,off,two,01/11/2011,7.516433303,0,0,0,0,0,0,0,0,0,-0.43154912,0.27397091,3.043092845,2.772313304,0,3.140813841,3.047188101,4.102023542,4.247839572,4.191599024,0,0,0,0,2.96054958,0,0,0,0,-0.028283846,-0.120360268,0
a,off,two,01/18/2011,7.738923757,0,0,0,0,0,0,0,0.103913735,0,-0.41915046,0.27870181,3.487986512,3.63506976,0,3.10914055,3.368527848,4.688511749,4.102023542,3.220676761,0,0,0,0,0,2.96054958,0,0,0,0,0,0
a,off,two,01/25/2011,7.863266724,0,0,0,0,0,0,0,0.04950296,0,-0.415053185,0.33285904,3.478775516,3.272852832,0,4.228775366,3.072092464,4.72995874,4.688511749,3.220676761,4.115633159,0,2.731856806,0,0,0,2.96054958,0,0,0,-0.225372533,0
a,off,two,02/01/2011,7.660114319,0,0,0,0,0,0,0,0.104901403,0,-0.415053185,0.3613867,3.792563565,3.802014013,0,3.470968008,3.495553796,4.617135907,4.72995874,3.664721919,4.115633159,0,0,2.731856806,0,0,0,0,0,0,0,0
a,off,two,02/08/2011,7.432483808,0,0,0,0,0,0,0,0,0,-0.403739293,0.27109697,3.815512105,3.112697446,4.420651344,3.411141701,3.080398078,4.319098462,4.617135907,4.191599024,0,0,1.128944202,0,2.731856806,0,0,0,0,0,0,0
a,off,two,02/15/2011,7.470224136,0,0,0,0,0,0,0,0,0,-0.403739293,0.20490231,4.16852396,2.988974086,4.230945357,3.433318415,2.970953619,4.383587495,4.319098462,3.220676761,0,0,0,1.128944202,0,2.731856806,0,0,0,0,0,0
a,off,two,02/22/2011,7.412764017,0,0,0,0,0,0,0,0,0,-0.401524229,0.13196704,4.202600881,2.988488212,3.714114652,3.942897935,3.472212339,4.164691456,4.383587495,3.220676761,0,0,0,0,1.128944202,0,2.731856806,0,0,0,0,0
a,off,two,03/01/2011,7.115582126,0,0,0,0,0,0,0,0,0,-0.384514255,0.12144023,3.73385282,3.024905354,0,3.834384809,3.863467898,4.332636231,4.164691456,3.664721919,0,0,0,0,0,1.128944202,0,0,0,0,0,0
a,off,two,03/08/2011,7.089243155,0,0,0,0,0,0,0,0,0,-0.384514255,0.08858738,3.964235877,2.877887077,0,2.710480693,3.412403893,4.766524032,4.332636231,5.027386864,0,0,0,0,0,0,1.128944202,0,0,0,0,0
a,off,two,03/15/2011,7.486613313,0.01382392,0,0,0,0,0,0,0,0,-0.389550841,0.13606102,3.94854778,3.876629101,0,3.960828678,2.488796987,4.29225181,4.766524032,3.220676761,0,0,0,0,0,0,0,0,0,0,0,0
a,off,two,03/22/2011,7.215239979,0,0,0,0,0,0,0,0,0,-0.409142819,0.05865151,4.063369758,3.382454658,0,3.673300181,2.630784334,3.865167239,4.29225181,3.220676761,0,0,0,0,0,0,0,0,0,0,0,0
a,on ,one,01/01/2008,8.189522111,0,0,0,0,0,0,0,0,0,-0.11686357,0.69121543,3.456316681,4.532359014,0,0,4.162944014,3.544552512,0,0,0,0,0,0,0,0,0,0,3.978351878,2.487442298,2.841837914,0
a,on ,one,01/08/2008,8.042378005,0,0,0,0,0,0,0,0,0,-0.11686357,0.63122073,3.380994674,4.557707594,0,3.602233841,4.324060835,3.367345092,3.544552512,0,0,0,0,0,0,0,0,0,0.718591155,2.884858458,2.77359267,0
a,on ,one,01/15/2008,8.069968149,0,0,0,0,0,0,0,0,0,-0.11686357,0.68730887,3.62700405,4.64425696,2.34385733,3.906432674,4.133148346,3.658545381,3.367345092,0,0,0,0,0,0,0,0,0,3.077346519,2.093464925,2.587146421,0
a,on ,one,01/22/2008,8.279189777,0,0,0,0,0,0,0,0.103913735,0,-0.11686357,0.72656252,3.269568939,4.592307515,2.70108521,3.901598642,4.565648169,3.890438957,3.658545381,0,0,0,3.743310919,0,0,0,0,0,2.153268597,5.167116889,4.650345609,0
a,on ,one,01/29/2008,8.279950716,0.01175758,0,0,0,0,0,0,0.04950296,0.00973143,-0.11686357,0.75003015,1.568615918,4.631007773,0,3.945152682,4.723070168,3.651213977,3.890438957,0,0,0,3.052768339,3.743310919,0,0,0,0,4.278762729,3.314378411,2.642225614,0
a,on ,one,02/05/2008,8.120588712,0.02246964,0,0,0,0,0,0,0.104901403,0,-0.11686357,0.66521858,0,4.726830079,0,3.7591355,4.502448369,4.125081287,3.651213977,0,0,0,0,3.052768339,3.743310919,0,0,0,2.544059058,3.501862495,2.872137942,0
a,on ,one,02/12/2008,8.291295852,0.06666643,0,0,0,0,0,0,0,0.003835098,-0.141365991,0.66202267,0,4.741315649,0,3.522380779,4.49930339,3.801027275,4.125081287,0,0,0,0,0,3.052768339,3.743310919,0,0,3.045938346,3.886147913,2.338290375,0
a,on ,one,02/19/2008,8.285261134,0.05582657,0,0,0,0,0,0,0,0.020666072,-0.141365991,1.15428881,0,4.701510588,0,3.775620915,4.605464693,2.533582732,3.801027275,0,0,0,2.534976626,0,0,3.052768339,3.743310919,0,3.076430349,5.494708867,3.922019819,0
a,on ,one,02/26/2008,8.263074836,0.13781396,0,0,0,0,0,0,0,0.001121888,-0.141365991,0.55230114,2.292534757,4.877676756,0,4.130346354,5.006093438,4.32346433,2.533582732,0,0,0,0,2.534976626,0,0,3.052768339,0,3.937854369,4.329162647,1.978638005,0
a,on ,one,03/04/2008,8.342839804,0.13052814,0,0,0,0,0,0,0,0.017739849,-0.141365991,0.45446703,2.923161581,4.938825907,0,3.811152749,5.204587126,3.265003343,4.32346433,0,0,0,0,0,2.534976626,0,0,0,0.765887869,4.513467289,2.838883607,0
a,on ,one,03/11/2008,7.924072325,0.05303918,0,0,0,0,0,0,0,0.045514264,-0.141365991,0.42641096,0,4.821947935,0,3.562567916,5.142066779,4.263708474,3.265003343,0,0,0,0,0,0,2.534976626,0,0,0.886083451,4.958630919,1.978638005,0
a,on ,one,03/18/2008,8.094988759,0.05811075,0,0,0,0,0,0,0,0.057337146,-0.141365991,0.37712688,0,4.856679842,4.08545293,3.450689309,4.229321389,0,4.263708474,0,0,0,0,0,0,0,2.534976626,0,3.196875737,4.97201282,-0.022488538,0
a,on ,one,03/25/2008,8.136518252,0.07074912,0,0,0,0,0,0,0,0.052889822,-0.141365991,0.35119305,0,4.844088401,3.187020309,2.86213863,3.628902709,4.450472864,0,0,0,0,3.758198552,0,0,0,0,0,4.096810502,4.982315017,4.351368087,0
a,on ,one,04/01/2008,8.216898581,0.06725801,0,0,0,0,0,0,0,0.075386781,-0.141365991,0.47467125,0,3.94494257,0,2.462304779,4.529824998,0,4.450472864,0,0,0,0,3.758198552,0,0,0,0,4.5591763,3.418338399,2.012636898,0
a,on ,one,04/08/2008,8.240648863,0.0539498,0,0,0,0,0,0,0,0.052718437,-0.141365991,0.47704052,0,4.028728606,0,3.647523407,4.132437264,4.225887144,0,0,0,0,0,0,3.758198552,0,0,0,3.900980303,2.398853467,2.926369018,0
a,on ,one,04/15/2008,7.928045601,0,0,0,0,0,0,0,0,0.029436703,-0.141365991,0.46453961,0,4.129616559,0,2.92510207,4.511049387,3.759771227,4.225887144,0,0,0,0,0,0,3.758198552,0,0,3.736051467,2.994829678,3.588444739,0
a,on ,one,04/22/2008,8.198639455,0,0,0,0,0,0,0,0,0.021656092,-0.141365991,0.52663877,0,4.159566057,3.329901213,3.559880463,5.092931641,3.164809581,3.759771227,0,0,0,3.771896376,0,0,0,3.758198552,0,4.537423669,4.506987515,4.490636173,0
a,on ,one,04/29/2008,7.661997559,0,0,0,0,0,0,0,0,0,-0.141365991,0.40119003,0,4.144487262,0,3.533676456,4.583639747,0,3.164809581,0,0,0,0,3.771896376,0,0,0,0,3.21262036,2.435515135,2.520039644,0
a,on ,one,05/06/2008,7.914617709,0.01333049,0,0,0,0,0,0,0,0.010265037,-0.141365991,0.36418384,0,3.932497657,3.942405313,3.33461792,5.193063473,0,0,0,0,0,0,0,3.771896376,0,0,0,3.97433999,3.38752395,2.941682076,0
a,on ,one,05/13/2008,7.816819966,0,0,0,0,0,0,0,0,0.022738468,-0.141365991,0.40415815,0,3.794322995,3.443401205,3.928380847,4.219867156,0,0,0,0,0,0,0,0,3.771896376,0,0,3.659304504,3.143420176,2.920782829,0
a,on ,one,05/20/2008,8.036896773,0.00576601,0,0,0,0,0,0,0,0.047555216,-0.141365991,0.51281888,0,3.750867356,3.866358546,3.701304766,3.965819474,3.164809581,0,0,0,0,3.693649067,0,0,0,3.771896376,1,3.709811842,4.989758073,4.129933624,0
a,on ,one,05/27/2008,8.072779333,0.02856513,0,0,0,0,0,0,0,0,-0.133302684,0.5179937,0,3.878426671,4.033558312,2.895257244,3.745724668,0,3.164809581,0,0,0,0.688115954,3.693649067,0,0,0,1,-2.657288419,4.307479483,4.096266655,0
a,on ,one,06/03/2008,8.017966703,0.01222104,0,0,0,0,0,0,0,0.035921032,-0.133302684,0.4798406,0,3.802617133,4.76059803,3.481910997,4.535986926,2.965237486,0,0,0,0,0,0.688115954,3.693649067,0,0,1,-2.691189971,3.963522901,0,0
a,on ,one,06/10/2008,7.840312983,0,0,0,0,0,0,0,0,0.003416835,-0.133302684,0.38346683,0,3.891908702,4.845583406,4.056590222,5.309912152,2.965237486,2.965237486,0,0,0,0,0,0.688115954,3.693649067,0,1,-2.944970491,4.361928682,3.769526103,0
a,on ,one,06/17/2008,7.958227192,0.02288381,0,0,0,0,0,0,0,0,-0.114243353,0.42794813,0,4.046166565,4.708727418,2.609932637,4.926243016,0,2.965237486,0,0,0,0,0,0,0.688115954,3.693649067,1,-3.062753527,4.002038556,2.452706524,0
a,on ,one,06/24/2008,7.826842098,0.02864982,0,0,0,0,0,0,0,0.026499281,-0.114243353,0.41299429,0,3.682731109,3.981641521,3.061933151,0,0,0,0,0,0,3.424350746,0,0,0,0.688115954,0,2.704785913,4.236282446,3.905181732,0
a,on ,one,07/01/2008,7.843064017,0.06150259,0,0,0,0,0,0,0,0,-0.099076321,0.34963076,0,3.962575605,2.198898017,0,4.384317372,0,0,0,0,0,0,3.424350746,0,0,0,0,4.027968934,0,2.311656918,0
a,on ,one,07/08/2008,8.080546966,0.08601108,0,0,0,0,0,0,0,0.025270281,-0.099076321,0.44582927,0,4.176263557,0,3.331771847,4.080452344,0,0,0,0,0,0,0,3.424350746,0,0,0,2.4617029,1.530339997,3.220583374,0
a,on ,one,07/15/2008,7.786967003,0.03716273,0,0,0,0,0,0,0,0,-0.086163647,0.58831236,0,4.09252303,2.391388799,2.991441466,3.678357124,0,0,0,0,0,0,0,0,3.424350746,0,0,3.354387169,2.201084008,4.17250963,0
a,on ,one,07/22/2008,8.057060682,0.02083685,0,0,0,0.146789167,0,0,0,0.085694796,-0.086163647,0.53536356,0,4.228449435,0,3.362050349,1.160654233,1.990402793,0,0,0,0,3.424349108,0,0,0,3.424350746,0,3.815650178,4.920698216,4.080995485,0
a,on ,one,07/29/2008,8.038512021,0.02298171,0,0,0,0.151588382,0,0,0,0.037888017,-0.086163647,0.58313035,0,3.970984938,0,1.346546476,1.241494046,0,1.990402793,0,0,0,0,3.424349108,0,0,0,0,4.152192291,2.532340633,3.560177279,0
a,on ,one,08/05/2008,8.121777419,0.01823229,0,0,0,0.174866965,0,0,0,0.039434305,-0.086163647,0.57242351,0,4.104472984,0,4.355303629,0.277779147,0.868411977,0,0,0,0,0,0,3.424349108,0,0,0,3.695428082,2.43793067,3.966432339,0
a,on ,one,08/12/2008,7.826443135,0,0,0,0,0,0,0,0,0.036654317,-0.086163647,0.52999122,0,3.895000512,0,4.24260997,1.68063705,4.477523802,0.868411977,0,0,0,0,0,0,3.424349108,0,0,3.271103199,2.113730488,4.017636137,0
a,on ,one,08/19/2008,8.029432841,0,0,0,0,0,0,0,0,0.044292994,-0.086163647,0.55280931,0,3.728090501,0,4.168370463,2.580314899,3.233535949,4.477523802,0,4.147919924,0,3.966719102,0,0,0,3.424349108,0,1.311744841,3.425622342,3.675558543,0
a,on ,one,08/26/2008,7.852439085,0,0,0,0,0,0,0,0,0.050582703,-0.086163647,0.54359809,2.282382386,3.980393903,1.516352225,4.307473557,1.241494046,3.411556696,3.233535949,0,0,0,0,3.966719102,0,0,0,0,3.871789729,5.954603952,4.356470577,0
a,on ,one,09/02/2008,7.778630147,0,0,0,0,0,0,0,0,0.049714683,-0.086163647,0.65636501,2.104134154,4.223476846,0,4.510708121,0,1.560336419,3.411556696,0,0,0,0,0,3.966719102,0,0,0,2.599599129,2.723972053,3.697978821,0
a,on ,one,09/09/2008,7.588829878,0,0,0,0,0,0,0,0,0.03646768,-0.086163647,0.76525808,2.509599262,4.480061833,0,4.275762204,0,4.62140345,1.560336419,0,0,0,0,0,0,3.966719102,0,0,2.443593753,4.264249446,3.661818226,0
a,on ,one,09/16/2008,7.7164608,0,0,0,0,0,0,0,0,0.052266695,-0.086163647,1.0649087,2.646174797,4.175579233,4.807830139,4.163416626,0.907916167,2.97960303,4.62140345,0,0,0,0,0,0,0,3.966719102,0,2.443593753,4.353815645,4.574644891,0
a,on ,one,09/23/2008,7.723120092,0,0,0,0,0,0,0,0,0.013847599,-0.086163647,1.06839031,2.151762203,4.335477589,3.574371333,4.854264474,0,3.514406939,2.97960303,0,0,0,3.685679807,0,0,0,0,0,3.890596339,5.283830435,5.240749386,0
a,on ,one,09/30/2008,7.855157006,0,0,0,0,0,0,0,0,0.036807793,-0.086163647,0.76182292,3.144152279,4.442859648,0,4.185941537,0,2.322413896,3.514406939,0,0,0,0,3.685679807,0,0,0,0,2.930521879,2.285531214,3.832630176,0
a,on ,one,10/07/2008,7.989899375,0,0,0,0,0,0.196515598,0,0,0.026345053,-0.086163647,0.79243481,3.60004824,4.130554084,0,4.18208608,0,3.963154888,2.322413896,0,0,0,0,0,3.685679807,0,0,0,2.930521879,2.296066303,2.657231592,0
a,on ,one,10/14/2008,7.913886715,0.00555293,0,0,0,0,0.158524693,0,0,0,-0.086163647,0.82186748,3.532225644,4.396601955,0,3.662523496,0,3.860252229,3.963154888,0,0,0,0,0,0,3.685679807,0,0,2.930521879,2.671548099,2.119615477,0
a,on ,one,10/21/2008,8.093462275,0.06199759,0,0,0,0,0.256575747,0,0,0,-0.101350951,0.57674108,3.583518938,4.260435527,0,3.252324973,0,2.996615857,3.860252229,0,0,0,4.706735386,0,0,0,3.685679807,0,3.309071973,5.487968631,5.096400184,0
a,on ,one,10/28/2008,8.165363632,0.05442515,0,0,0,0,0.379035348,0,0,0.055726206,-0.122056124,0.52553859,3.42751469,4.393466918,3.6722885,3.691892944,1.00721526,2.322234628,2.996615857,0,0,0,0,4.706735386,0,0,0,0,3.120776616,3.739376485,2.275423915,0
a,on ,one,11/04/2008,7.813187268,0,0,0,0,0,0.281848871,0,0,0.026962348,-0.122056124,0.48701774,3.795489189,4.493215407,4.303908359,5.243807866,0,3.176613603,2.322234628,0,0,0,0,0,4.706735386,0,0,0,3.72998364,3.227301485,2.741177608,0
a,on ,one,11/11/2008,7.631916513,0,0,0,0,0,0,0,0,0.055097189,-0.122056124,0.35920954,4.128745989,5.096456394,0,4.809229857,0,3.462916,3.176613603,0,0,0,0,0,0,4.706735386,0,0,4.249382939,2.922481546,3.1614933,0
a,on ,one,11/18/2008,7.881559917,0.02848584,0,0.465966956,0,0,0,0,0,0.034117754,-0.122056124,0.38455119,2.815408719,4.581894547,0,3.553810975,2.535320974,2.996615857,3.462916,0,0,4.514761032,4.254941289,0,0,0,4.706735386,0,0,1.948424771,3.291749147,0
a,on ,one,11/25/2008,8.634442751,0.07567563,0.437411258,0,0.465966956,0,0,0,0,0.050274051,-0.122056124,0.60299591,3.288401888,4.30798535,0,0,3.626594572,2.322234628,2.996615857,0,0,0,0,4.254941289,0,0,0,0,1.883521008,5.088570611,4.299469389,0
a,on ,one,12/02/2008,8.657129032,0.09044375,0.392097085,0,0,0,0,0,0,0,-0.122056124,0.84361693,2.766319109,3.840863167,0,3.823831699,0,3.176613603,2.322234628,0,0,0,0,0,4.254941289,0,0,0,2.366592102,2.726223444,2.878501899,0
a,on ,one,12/09/2008,8.011686729,0.06438557,0,0,0,0,0,0,0,0.012392153,-0.122056124,0.82700897,2.694627181,4.098042224,0,3.880083203,0,3.555839418,3.176613603,0,-11.90831389,0,0,0,0,4.254941289,0,0,0,2.401872289,2.671785185,0
a,on ,one,12/16/2008,8.159088655,0.0491876,0,0,0,0,0,0.161547253,0,0.022124297,-0.122056124,0.74579667,2.93385687,4.667298473,0,3.692483583,0,2.996615857,3.555839418,0,0,0,0,0,0,0,4.254941289,0,2.323231251,2.9110419,5.424246383,0
a,on ,one,12/23/2008,8.30201781,0.06274239,0,0,0,0,0,0.219902441,0,0.021907359,-0.122056124,0.62320794,2.459588842,4.688541651,0,4.131553004,0,2.066303628,2.996615857,0,0,0,0,0,0,0,0,0,2.339360633,4.107561533,5.58293515,0
a,on ,one,12/30/2008,7.843456404,0.02366129,0,0,0,0,0,0,0,0.004552846,-0.122056124,0.4517883,0,4.303030652,0,1.2028366,0,3.152097992,2.066303628,0,0,0,0,0,0,0,0,0,0,2.35674544,5.0591312,0
a,on ,one,01/06/2009,7.93522954,0.00575499,0,0,0,0,0,0,0,0.033668616,-0.122056124,0.3532699,0,4.169750786,3.252384846,2.952384917,-0.107787562,3.991175918,3.152097992,0,0,0,4.261252011,0,0,0,0,0,2.461902282,2.244161219,4.98299803,0
a,on ,one,01/13/2009,7.857867559,0,0,0,0,0,0,0,0,0.017920795,-0.122056124,0.37789229,0,4.458507613,0,2.55757618,3.755374878,3.006909558,3.991175918,0,0,0,0,4.261252011,0,0,0,0,0,2.466470933,-0.092537762,0
a,on ,one,01/20/2009,8.039479919,0.01264996,0,0,0,0,0,0,0.103913735,0.034701973,-0.122056124,0.46723008,0,4.732089105,0,3.825906517,4.072541651,2.588438319,3.006909558,0,0,0,0,0,4.261252011,0,0,0,-0.919750504,5.1454776,4.266544731,0
a,on ,one,01/27/2009,7.908387159,0.01140895,0,0,0,0,0,0,0.04950296,0.009743568,-0.122056124,0.41175742,0,4.699266117,0,4.857577794,4.12791975,3.006909558,2.588438319,0,0,0,0,0,0,4.261252011,0,0,3.242197891,3.349110933,0,0
